customer_id,region,customer_type,acquisition_channel,tenure_months,orders,discount_pct,returns,revenue
C007089,North,Consumer,Organic,10,3,7.2,0,4705.62
C007090,South,SMB,Referral,18,9,10.5,0,36263.99
C007091,South,Consumer,Referral,15,9,10.7,0,12193.91
C007092,South,Enterprise,Referral,41,25,11.8,0,268302.52
C007093,West,SMB,Partner,22,6,13.5,1,18314.74
C007094,East,Consumer,Organic,11,3,3.9,0,3235.52
C007095,East,SMB,Paid Search,43,12,18.9,0,23269.51
C007096,South,SMB,Partner,38,9,16.7,0,31510.27
C007097,South,Consumer,Referral,15,2,3.1,0,4243.28
C007098,South,Consumer,Referral,21,5,5.2,0,7744.67
C007099,South,SMB,Partner,41,19,9.1,1,71023.49
C007100,North,Enterprise,Paid Search,32,16,12.7,0,127446.13
C007101,South,Consumer,Organic,4,1,0.0,0,1628.09
C007102,South,SMB,Organic,9,3,2.2,0,10056.43
C007103,South,SMB,Social,12,6,15.7,0,12629.27
C007104,North,Enterprise,Partner,13,7,7.3,0,52246.03
C007105,South,Consumer,Organic,17,4,6.9,0,5531.36
C007106,North,Consumer,Paid Search,24,7,17.9,0,10533.36
C007107,East,SMB,Referral,17,9,3.3,0,24699.02
C007108,South,Consumer,Organic,37,12,11.9,1,16636.64
C007109,South,Consumer,Social,13,3,20.6,0,4910.46
C007110,North,Consumer,Paid Search,37,7,6.8,0,7232.87
C007111,West,Consumer,Partner,22,4,4.4,2,4977.14
C007112,South,SMB,Social,21,11,13.8,0,40290.82
C007113,East,Consumer,Organic,30,5,2.1,0,7513.26
C007114,South,SMB,Social,27,5,16.7,0,10012.97
C007115,West,Consumer,Social,17,5,16.9,0,6835.93
C007116,West,SMB,Paid Search,10,5,12.4,0,10708.83
C007117,South,Consumer,Organic,42,9,6.1,0,12805.03
C007118,East,Consumer,Social,20,9,14.6,0,11370.94
C007119,South,Enterprise,Referral,20,11,8.2,1,93777.3
C007120,East,SMB,Social,72,21,20.7,1,44347.45
C007121,South,Consumer,Paid Search,37,6,4.8,1,7993.91
C007122,North,Consumer,Social,16,5,15.1,0,8020.18
C007123,West,Consumer,Social,19,3,16.4,0,4362.62
C007124,West,Enterprise,Paid Search,9,6,11.7,0,40252.27
C007125,South,Consumer,Organic,7,5,5.9,1,7955.53
C007126,West,Enterprise,Paid Search,16,8,15.6,0,56640.64
C007127,South,Consumer,Social,25,5,13.5,0,6395.57
C007128,South,SMB,Organic,10,4,11.6,1,12010.63
C007129,West,Consumer,Partner,32,16,3.5,0,33975.09
C007130,South,Consumer,Organic,8,3,6.9,0,3874.72
C007131,South,Enterprise,Social,16,11,15.0,0,97829.58
C007132,East,Consumer,Organic,30,7,5.8,0,10562.5
C007133,North,Enterprise,Social,59,21,17.3,1,162755.07
C007134,South,Consumer,Referral,45,13,5.1,0,24432.89
C007135,South,Consumer,Referral,39,11,10.3,1,16058.82
C007136,East,Enterprise,Partner,20,5,13.9,0,36334.8
C007137,North,SMB,Organic,33,16,4.1,2,47176.66
C007138,South,Consumer,Organic,15,4,3.4,0,4932.44
C007139,East,Consumer,Organic,29,3,8.8,0,2999.4
C007140,North,Consumer,Referral,6,3,9.9,0,5006.77
C007141,South,SMB,Social,24,7,10.3,0,18902.71
C007142,East,Consumer,Organic,6,1,6.7,0,1180.37
C007143,East,Consumer,Social,38,6,17.3,0,7806.68
C007144,North,Consumer,Paid Search,32,6,11.8,1,7745.06
C007145,West,SMB,Partner,48,10,12.5,1,31772.04
C007146,East,Enterprise,Paid Search,7,3,7.2,0,20847.7
C007147,South,SMB,Partner,72,21,1.5,2,55553.19
C007148,East,Consumer,Referral,19,3,10.2,0,4457.05
C007149,East,Consumer,Partner,37,9,5.6,0,9728.01
C007150,East,Consumer,Referral,9,3,6.9,0,4852.63
C007151,South,SMB,Paid Search,25,9,8.6,0,30441.41
C007152,East,Consumer,Social,17,1,17.6,0,1002.13
C007153,West,Consumer,Paid Search,32,7,13.0,0,10802.69
C007154,South,Consumer,Paid Search,4,1,11.6,0,1329.25
C007155,West,Enterprise,Paid Search,8,1,8.3,0,7023.92
C007156,East,Consumer,Partner,40,10,7.5,0,13027.56
C007157,West,Consumer,Social,8,1,16.0,0,1545.75
C007158,West,Enterprise,Organic,17,10,3.4,0,91129.94
C007159,North,Enterprise,Social,16,7,13.5,0,44417.06
C007160,North,Consumer,Paid Search,23,3,12.0,0,3024.42
C007161,South,SMB,Organic,10,8,7.0,0,23702.29
C007162,South,Consumer,Organic,42,9,6.3,0,11178.05
C007163,South,Consumer,Organic,23,5,8.5,1,7401.12
C007164,West,Consumer,Referral,45,8,6.7,0,11675.58
C007165,West,SMB,Organic,32,10,8.0,0,33415.45
C007166,South,SMB,Organic,23,8,1.5,0,29590.06
C007167,East,Consumer,Paid Search,1,1,13.2,0,1426.24
C007168,North,Consumer,Partner,28,4,9.0,0,5440.71
C007169,South,SMB,Referral,28,10,14.1,0,26158.32
C007170,North,Consumer,Paid Search,45,7,10.0,0,10317.62
C007171,South,SMB,Social,21,12,11.4,0,38186.09
C007172,South,SMB,Organic,1,1,2.7,0,3463.75
C007173,East,Consumer,Partner,20,5,6.1,0,9286.8
C007174,East,Consumer,Organic,29,5,6.2,1,7231.63
C007175,South,Consumer,Organic,20,5,1.2,0,10327.67
C007176,North,Consumer,Paid Search,14,6,13.0,1,6303.76
C007177,North,Consumer,Organic,33,8,,0,9372.76
C007178,West,SMB,Organic,3,4,7.7,0,9961.61
C007179,West,SMB,Social,20,8,16.9,0,21004.83
C007180,South,Consumer,Paid Search,14,1,14.5,0,1370.99
C007181,South,SMB,Organic,8,5,6.5,0,16262.65
C007182,South,Consumer,Referral,23,6,10.5,1,12331.11
C007183,East,SMB,Social,49,11,10.5,0,26109.2
C007184,South,Consumer,Partner,10,12,3.6,1,21027.47
C007185,North,Consumer,Organic,28,2,4.9,1,2897.07
C007186,South,Consumer,Partner,26,7,8.3,0,13150.96
C007187,South,Consumer,Social,7,2,11.9,0,3302.49
C007188,South,Enterprise,Referral,25,14,8.7,1,118319.17
C007189,North,Consumer,Organic,15,1,1.1,0,1797.97
C007190,East,Consumer,Paid Search,12,3,11.2,0,4063.37
C007191,South,Consumer,Organic,11,1,4.9,0,1865.05
C007192,South,Consumer,Social,72,17,16.7,0,23574.71
C007193,South,Consumer,Social,4,2,13.5,0,3260.44
C007194,South,Consumer,Organic,39,9,8.6,1,12969.99
C007195,West,Consumer,Organic,16,4,10.0,0,4626.36
C007196,West,SMB,Partner,9,8,12.6,0,20095.54
C007197,North,Consumer,Paid Search,14,5,17.4,0,7002.08
C007198,West,Consumer,Referral,41,9,10.2,0,14164.32
C007199,East,Consumer,Partner,42,9,9.8,0,9553.67
C007200,East,Enterprise,Organic,9,5,2.8,0,48958.27
C007201,South,SMB,Referral,25,11,5.3,0,28181.99
C007202,South,Consumer,Social,24,5,17.8,0,7008.8
C007203,North,SMB,Paid Search,16,11,6.7,0,28344.72
C007204,West,Consumer,Paid Search,27,7,16.0,0,9629.41
C007205,East,Consumer,Partner,31,13,6.2,0,12816.99
C007206,South,SMB,Organic,8,10,3.4,0,22841.09
C007207,South,SMB,Organic,4,2,7.3,0,5416.7
C007208,North,Consumer,Paid Search,7,3,12.8,0,4494.91
C007209,North,SMB,Social,14,6,13.7,0,16127.52
C007210,East,SMB,Paid Search,16,7,9.3,0,13073.78
C007211,South,SMB,Organic,33,12,0.5,0,47817.26
C007212,West,SMB,Paid Search,18,9,5.5,0,28001.9
C007213,East,Consumer,Paid Search,14,1,16.4,0,1312.19
C007214,East,Enterprise,Social,4,2,14.4,0,12240.31
C007215,West,Consumer,Partner,40,8,5.3,0,8337.16
C007216,North,Consumer,Paid Search,9,1,14.3,0,1730.91
C007217,East,Consumer,Social,42,3,12.7,0,3416.6
C007218,East,SMB,Social,13,6,12.7,0,17234.0
C007219,South,Consumer,Social,8,1,18.6,0,1243.74
C007220,North,Consumer,Referral,19,3,9.2,0,4162.61
C007221,North,SMB,Organic,10,6,5.5,0,12285.48
C007222,North,Consumer,Referral,15,7,5.3,0,8426.49
C007223,South,Consumer,Referral,19,4,7.7,0,8193.78
C007224,North,Consumer,Referral,31,4,8.7,0,6522.96
C007225,East,SMB,Organic,57,12,5.8,0,38678.23
C007226,North,Consumer,Organic,12,6,8.6,0,9066.54
C007227,North,Consumer,Organic,20,8,2.0,0,12365.89
C007228,South,Consumer,Organic,6,3,4.2,0,5739.83
C007229,North,Enterprise,Organic,28,14,6.7,0,133318.02
C007230,West,SMB,Organic,21,4,3.3,0,12943.08
C007231,South,Consumer,Organic,4,3,7.9,0,4647.16
C007232,South,SMB,Organic,22,10,9.0,1,36371.67
C007233,North,SMB,Partner,9,4,8.2,0,8954.17
C007234,South,SMB,Referral,15,7,8.1,0,19990.47
C007235,East,Consumer,Paid Search,48,6,11.4,0,5429.65
C007236,West,Consumer,Social,4,5,14.1,1,5592.33
C007237,South,SMB,Paid Search,29,7,15.8,0,20285.05
C007238,East,Consumer,Organic,8,2,2.5,0,3073.53
C007239,South,Consumer,Referral,7,4,9.5,0,8604.68
C007240,West,Consumer,Paid Search,11,6,10.5,0,8269.92
C007241,South,Consumer,Referral,7,5,4.5,0,7268.03
C007242,South,Consumer,Organic,66,18,8.0,0,26924.18
C007243,East,Consumer,Paid Search,4,1,14.1,1,1217.16
C007244,West,SMB,Organic,6,9,3.0,0,39434.26
C007245,South,SMB,Organic,3,5,4.5,0,15784.12
C007246,West,Consumer,Referral,9,2,6.6,0,2363.83
C007247,West,Consumer,Organic,19,4,5.7,0,6418.03
C007248,North,Consumer,Paid Search,21,7,10.5,0,9558.01
C007249,West,Consumer,Organic,23,4,10.2,0,5614.95
C007250,East,SMB,Referral,24,4,3.7,0,9858.81
C007251,South,Consumer,Referral,35,9,2.5,2,21908.27
C007252,South,SMB,Social,49,11,14.6,0,28024.25
C007253,West,Enterprise,Referral,27,14,1.0,0,90998.2
C007254,East,Consumer,Partner,19,6,5.7,0,6774.98
C007255,South,SMB,Organic,9,4,3.1,0,11596.49
C007256,North,Consumer,Social,20,7,15.0,1,6928.77
C007257,South,Consumer,Paid Search,27,9,11.4,0,12669.49
C007258,West,Consumer,Paid Search,15,1,12.7,0,1898.54
C007259,East,Consumer,Social,31,6,12.7,1,5484.44
C007260,North,SMB,Partner,23,6,6.9,0,12701.85
C007261,West,Consumer,Social,10,2,16.7,0,3045.94
C007262,West,Consumer,Paid Search,11,6,5.2,0,8605.98
C007263,South,Consumer,Referral,39,11,8.3,0,15420.43
C007264,North,Consumer,Organic,3,1,0.0,0,1861.66
C007265,South,SMB,Referral,4,3,7.0,0,8240.67
C007266,North,Consumer,Paid Search,7,1,13.6,0,947.59
C007267,South,Consumer,Organic,69,15,5.9,1,27334.39
C007268,East,Consumer,Organic,24,9,3.1,0,11631.29
C007269,West,SMB,Partner,11,11,8.8,0,30887.12
C007270,South,SMB,Organic,24,13,2.2,0,28410.43
C007271,West,Consumer,Paid Search,10,4,16.1,0,4327.11
C007272,West,Consumer,Organic,19,5,7.5,0,7000.1
C007273,North,Consumer,Paid Search,12,6,9.2,0,6604.82
C007274,South,SMB,Organic,24,9,9.1,2,32682.63
C007275,East,Consumer,Social,16,1,15.6,0,1124.84
C007276,East,Consumer,Organic,11,7,1.6,0,8862.77
C007277,South,Enterprise,Organic,19,9,8.5,0,93567.07
C007278,East,Consumer,Organic,13,6,9.9,1,6494.54
C007279,East,Consumer,Organic,13,5,4.2,0,6985.02
C007280,East,Consumer,Referral,5,6,8.1,0,7445.06
C007281,East,Consumer,Organic,23,7,5.0,0,10618.74
C007282,North,Enterprise,Referral,72,29,8.7,3,245655.82
C007283,North,Enterprise,Paid Search,19,12,14.4,0,98971.8
C007284,North,Consumer,Organic,14,3,8.0,0,3739.06
C007285,West,Enterprise,Organic,14,6,0.0,0,47878.77
C007286,West,Consumer,Referral,38,4,5.4,1,5853.56
C007287,West,Consumer,Paid Search,1,1,14.9,0,1517.5
C007288,North,SMB,Referral,20,2,4.9,1,6158.26
C007289,South,Consumer,Social,16,8,16.0,0,12958.58
C007290,North,Consumer,Organic,16,1,2.3,0,1238.87
C007291,South,Consumer,Paid Search,18,4,14.0,0,4350.71
C007292,South,Consumer,Paid Search,8,2,12.1,0,2636.38
C007293,West,Enterprise,Organic,8,6,6.8,1,43829.35
C007294,North,Consumer,Paid Search,4,1,13.2,0,1078.54
C007295,East,Consumer,Referral,24,8,2.8,0,10069.07
C007296,West,Enterprise,Referral,1,3,13.3,0,17985.14
C007297,East,Consumer,Referral,20,4,3.1,0,4682.18
C007298,North,Consumer,Organic,11,1,12.5,0,1081.96
C007299,West,Consumer,Paid Search,8,4,5.5,0,4714.03
C007300,East,Consumer,Social,19,7,15.2,0,6266.45
C007301,South,Consumer,Paid Search,13,11,7.8,1,13756.64
C007302,East,Consumer,Referral,18,1,11.8,0,1320.04
C007303,West,Consumer,Referral,8,2,4.0,0,2857.87
C007304,South,Consumer,Paid Search,22,1,8.7,0,1540.31
C007305,South,SMB,Organic,16,8,5.1,0,24047.63
C007306,South,Enterprise,Referral,30,13,11.3,1,122435.66
C007307,North,Consumer,Referral,5,3,10.7,1,4442.36
C007308,West,Enterprise,Organic,13,11,4.3,0,104471.34
C007309,North,SMB,Organic,11,3,4.0,0,8324.65
C007310,South,Enterprise,Organic,26,13,6.6,1,112708.18
C007311,South,SMB,Referral,35,16,6.8,0,38867.07
C007312,South,Consumer,Organic,19,7,5.2,0,9514.38
C007313,South,Consumer,Social,15,2,14.6,0,3264.5
C007314,East,Enterprise,Partner,30,13,9.8,0,80313.53
C007315,South,Consumer,Partner,13,2,9.4,0,2840.89
C007316,North,SMB,Organic,49,16,9.6,0,48892.25
C007317,West,SMB,Paid Search,10,4,10.1,0,11872.28
C007318,West,Consumer,Partner,2,5,6.1,0,7400.57
C007319,South,Consumer,Referral,5,1,6.7,0,1465.0
C007320,South,Enterprise,Organic,13,9,4.4,0,94526.08
C007321,North,Consumer,Social,64,12,17.6,0,12980.96
C007322,North,SMB,Referral,8,4,3.8,0,12290.97
C007323,South,Enterprise,Social,48,24,18.8,4,172104.25
C007324,West,Consumer,Partner,19,1,7.1,0,1627.44
C007325,East,Consumer,Partner,8,4,11.5,0,5408.49
C007326,South,Consumer,Referral,14,4,14.6,0,5755.55
C007327,West,SMB,Organic,32,8,8.1,0,28534.36
C007328,South,Consumer,Referral,15,3,8.9,0,5172.7
C007329,South,Consumer,Referral,8,1,10.3,0,1395.15
C007330,South,Consumer,Referral,13,1,6.1,0,1615.56
C007331,North,Consumer,Paid Search,37,10,12.8,1,13754.71
C007332,West,Consumer,Referral,72,16,5.0,2,28912.37
C007333,South,Consumer,Referral,31,5,5.2,0,5835.88
C007334,East,SMB,Partner,50,19,8.9,3,57842.65
C007335,South,Consumer,Social,30,5,15.3,0,5115.42
C007336,West,SMB,Paid Search,30,11,13.3,0,32790.42
C007337,East,Enterprise,Referral,26,11,7.4,0,84935.25
C007338,South,Consumer,Referral,23,3,6.2,0,4457.02
C007339,North,Consumer,Referral,10,4,9.8,0,6076.55
C007340,West,Consumer,Organic,18,4,3.1,0,4812.89
C007341,South,Consumer,Social,31,6,15.8,0,7106.37
C007342,South,Consumer,Social,23,9,18.4,1,9802.9
C007343,West,Consumer,Paid Search,4,3,14.1,0,3554.87
C007344,North,Consumer,Partner,36,9,7.9,1,15279.9
C007345,South,Consumer,Partner,27,6,2.6,0,12317.88
C007346,South,Consumer,Social,35,10,14.0,1,13920.82
C007347,South,SMB,Partner,8,4,14.4,1,11713.99
C007348,South,Consumer,Paid Search,5,4,11.3,0,8569.77
C007349,South,Consumer,Partner,15,2,8.0,0,2792.37
C007350,North,Consumer,Partner,23,1,8.5,0,1198.95
C007351,North,Consumer,Referral,46,13,8.3,0,21447.56
C007352,North,Consumer,Organic,21,5,3.0,0,6546.75
C007353,West,Consumer,Organic,58,13,7.3,2,15635.58
C007354,South,Consumer,Paid Search,13,2,13.2,0,3405.99
C007355,South,Consumer,Social,26,6,9.8,0,11708.31
C007356,South,Enterprise,Referral,4,8,0.0,0,67754.35
C007357,East,Consumer,Social,32,7,13.4,1,8126.64
C007358,North,Consumer,Social,44,14,11.4,0,22210.49
C007359,South,Consumer,Organic,22,8,5.9,0,10670.47
C007360,East,SMB,Organic,7,1,3.9,0,3128.65
C007361,South,Enterprise,Social,18,12,16.4,0,125290.18
C007362,East,Consumer,Paid Search,12,7,13.4,1,6392.95
C007363,West,Consumer,Partner,13,4,5.0,0,4576.55
C007364,West,Consumer,Partner,18,6,6.9,0,6371.3
C007365,North,SMB,Paid Search,6,6,10.3,0,14554.55
C007366,North,Consumer,Referral,21,1,9.8,0,1051.88
C007367,North,Enterprise,Social,13,9,14.5,1,81250.19
C007368,West,Consumer,Partner,24,9,11.8,0,10311.3
C007369,West,Consumer,Referral,24,4,10.9,0,5175.38
C007370,West,Consumer,Partner,8,5,7.6,0,7819.05
C007371,South,Consumer,Referral,14,4,5.2,1,5304.74
C007372,West,Consumer,Organic,14,1,2.4,0,1539.43
C007373,South,SMB,Referral,17,9,9.1,0,30715.47
C007374,West,Consumer,Social,40,9,14.7,0,22462.54
C007375,South,Consumer,Partner,11,3,5.8,0,5028.94
C007376,North,SMB,Organic,14,7,7.7,0,14126.73
C007377,North,Enterprise,Paid Search,24,9,14.7,0,74906.68
C007378,West,SMB,Referral,19,8,4.2,0,25667.2
C007379,South,SMB,Partner,32,9,9.1,0,29833.3
C007380,South,Consumer,Social,24,10,16.8,1,13458.95
C007381,South,Enterprise,Organic,14,12,10.1,0,120236.98
C007382,South,Consumer,Partner,20,9,7.5,2,13062.06
C007383,West,Enterprise,Referral,37,19,7.0,3,167636.49
C007384,North,SMB,Partner,7,2,10.0,0,5623.68
C007385,North,Consumer,Social,7,1,18.8,0,1243.82
C007386,West,Consumer,Organic,8,1,6.2,0,1383.66
C007387,South,SMB,Partner,15,6,8.7,0,22599.93
C007388,North,SMB,Paid Search,16,4,10.3,0,14176.36
C007389,North,Consumer,Partner,41,9,7.0,1,18479.96
C007390,South,Enterprise,Organic,12,6,4.6,0,54932.68
C007391,South,Consumer,Social,5,1,17.1,0,1431.77
C007392,North,Consumer,Paid Search,37,7,13.3,0,9646.52
C007393,North,Consumer,Organic,12,1,2.9,0,1244.0
C007394,East,Consumer,Partner,28,5,10.5,0,7213.63
C007395,West,Consumer,Paid Search,33,9,11.5,0,11899.96
C007396,West,Enterprise,Organic,21,9,4.5,0,86400.33
C007397,South,Consumer,Partner,17,2,10.3,0,2352.03
C007398,South,SMB,Paid Search,10,4,14.7,2,12619.95
C007399,West,SMB,Referral,9,1,8.0,0,3750.22
C007400,East,Consumer,Partner,34,10,13.6,0,10257.83
C007401,South,SMB,Paid Search,23,7,6.4,1,19864.91
C007402,South,SMB,Organic,34,12,7.9,1,33322.64
C007403,South,Consumer,Referral,12,5,4.0,0,7237.46
C007404,South,Consumer,Social,38,6,14.9,0,11070.33
C007405,South,Consumer,Organic,48,9,5.1,0,14520.25
C007406,North,Consumer,Referral,6,1,6.9,0,1160.38
C007407,West,Consumer,Paid Search,7,4,9.3,0,4890.58
C007408,South,Consumer,Organic,30,12,1.0,0,13121.67
C007409,South,Enterprise,Paid Search,20,17,6.3,1,128806.87
C007410,North,SMB,Partner,15,8,7.4,0,17436.93
C007411,East,SMB,Paid Search,33,6,12.4,0,11235.24
C007412,East,Enterprise,Organic,11,4,6.8,1,26432.61
C007413,North,Consumer,Partner,12,7,11.5,0,7544.64
C007414,South,Consumer,Paid Search,7,7,14.5,0,9638.6
C007415,East,SMB,Partner,36,11,11.0,0,28621.29
C007416,West,Consumer,Partner,6,4,5.0,0,6396.66
C007417,North,Consumer,Paid Search,33,6,15.3,0,8009.35
C007418,West,SMB,Paid Search,26,13,13.1,0,21561.84
C007419,South,Consumer,Organic,34,7,1.1,0,10392.19
C007420,North,Consumer,Organic,8,1,8.2,1,1778.34
C007421,North,Consumer,Organic,17,6,2.4,0,13465.23
C007422,North,Consumer,Paid Search,10,1,8.9,0,1606.42
C007423,South,Consumer,Paid Search,45,8,16.7,0,11125.63
C007424,South,Consumer,Social,19,7,15.7,0,8242.96
C007425,East,SMB,Organic,12,1,1.9,0,3401.15
C007426,North,Enterprise,Paid Search,9,7,10.4,1,51692.17
C007427,West,Consumer,Organic,21,4,8.2,0,5503.28
C007428,North,Consumer,Organic,12,7,1.4,0,13027.3
C007429,South,Consumer,Social,13,5,14.6,0,3803.22
C007430,West,Consumer,Social,16,7,14.6,0,9283.55
C007431,West,Consumer,Paid Search,62,10,20.2,0,9358.35
C007432,East,Consumer,Referral,18,1,2.7,0,1467.16
C007433,East,Consumer,Paid Search,12,2,7.8,1,3440.48
C007434,North,Consumer,Partner,18,6,6.3,0,9308.2
C007435,North,Consumer,Paid Search,10,3,10.1,0,5999.27
C007436,South,SMB,Social,45,18,15.1,0,52580.92
C007437,North,Consumer,Organic,29,8,3.6,0,15439.58
C007438,South,Consumer,Paid Search,6,1,14.6,0,1025.23
C007439,South,Consumer,Referral,29,9,7.3,0,14357.16
C007440,West,SMB,Organic,21,7,2.1,0,16564.55
C007441,West,Consumer,Referral,25,9,6.3,0,14340.04
C007442,West,Consumer,Referral,36,6,6.2,0,8314.91
C007443,East,Consumer,Organic,8,1,8.5,0,1187.36
C007444,North,SMB,Partner,17,7,10.6,0,17988.75
C007445,North,SMB,Organic,25,11,7.2,0,37774.88
C007446,East,Consumer,Partner,34,6,5.8,0,7930.61
C007447,East,Consumer,Paid Search,28,7,13.0,0,8536.5
C007448,South,Consumer,Organic,16,5,1.6,0,8144.99
C007449,South,Consumer,Organic,35,9,7.0,0,15943.46
C007450,South,Consumer,Referral,15,7,10.7,0,9871.2
C007451,South,Consumer,Social,13,4,8.8,0,4825.69
C007452,South,Consumer,Referral,3,1,6.8,0,1863.56
C007453,South,Enterprise,Paid Search,7,5,11.8,0,37757.61
C007454,East,Consumer,Organic,15,3,7.8,0,3948.79
C007455,West,Consumer,Social,7,1,13.3,0,1590.69
C007456,South,Enterprise,Partner,4,4,6.2,0,28324.24
C007457,East,SMB,Paid Search,9,3,12.5,0,120381.20000000001
C007458,West,Consumer,Social,48,11,16.9,0,10813.98
C007459,North,SMB,Referral,6,1,7.7,0,2582.52
C007460,East,Consumer,Referral,7,1,9.7,0,1506.31
C007461,South,SMB,Referral,32,10,9.1,0,29848.84
C007462,South,Consumer,Organic,24,4,3.5,0,8449.4
C007463,North,Enterprise,Organic,17,7,5.1,0,60269.68
C007464,West,Consumer,Social,31,9,16.7,0,10536.28
C007465,West,Consumer,Partner,19,8,5.7,2,10367.82
C007466,North,Consumer,Referral,1,1,5.0,0,1955.46
C007467,North,Consumer,Organic,11,1,0.7,0,1741.38
C007468,North,Consumer,Organic,70,13,8.6,1,17191.5
C007469,West,SMB,Paid Search,19,7,18.6,0,18441.34
C007470,South,Consumer,Referral,38,11,5.0,0,15775.35
C007471,North,Enterprise,Organic,40,17,6.8,1,81276.15
C007472,West,Consumer,Organic,27,5,8.8,0,7308.06
C007473,South,Consumer,Social,17,11,11.6,0,12508.87
C007474,South,Consumer,Organic,9,1,6.1,0,1441.29
C007475,South,Consumer,Paid Search,6,5,16.1,0,5379.61
C007476,South,SMB,Social,39,17,14.3,0,46321.13
C007477,South,SMB,Organic,23,8,4.8,0,20593.52
C007478,South,Consumer,Paid Search,23,7,16.2,0,9812.08
C007479,South,Consumer,Organic,27,3,3.8,0,5471.48
C007480,West,Consumer,Paid Search,14,4,10.4,0,6009.35
C007481,South,Consumer,Partner,34,11,7.5,2,12504.49
C007482,West,Consumer,Referral,20,5,12.6,1,4933.43
C007483,South,Consumer,Organic,15,5,7.5,0,5904.95
C007484,East,Consumer,Organic,24,9,6.7,1,13916.82
C007485,South,Enterprise,Organic,35,21,6.7,1,283807.2
C007486,West,Consumer,Partner,14,5,4.8,0,6553.77
C007487,South,Consumer,Social,69,14,16.8,1,15661.2
C007488,North,Consumer,Referral,6,1,5.9,0,1862.68
C007489,North,Consumer,Organic,26,7,4.6,0,9212.62
C007490,North,SMB,Partner,10,4,7.4,0,10937.71
C007491,West,SMB,Social,20,9,18.0,1,24015.85
C007492,West,SMB,Organic,30,10,10.7,0,24531.56
C007493,East,SMB,Paid Search,72,18,,0,37705.99
C007494,North,Consumer,Paid Search,4,2,15.4,0,2498.89
C007495,West,Consumer,Referral,8,1,6.8,0,1352.04
C007496,East,Consumer,Paid Search,27,1,14.6,0,807.46
C007497,South,Enterprise,Organic,36,18,6.2,1,131898.53
C007498,South,SMB,Referral,13,3,5.5,1,9100.11
C007499,East,Consumer,Referral,7,2,5.4,0,2286.16
C007500,North,Consumer,Paid Search,27,2,11.7,0,2925.7
C007501,South,Consumer,Paid Search,11,2,13.4,0,2445.61
C007502,East,Enterprise,Organic,43,22,6.8,0,225388.9
C007503,North,Consumer,Paid Search,25,5,21.2,0,5972.1
C007504,South,Consumer,Social,27,7,17.0,0,9730.63
C007505,South,Consumer,Referral,40,10,3.4,0,14380.99
C007506,East,Consumer,Partner,59,11,12.1,0,12377.46
C007507,West,Consumer,Social,9,1,17.1,0,894.72
C007508,West,Consumer,Social,15,3,14.9,0,4021.29
C007509,East,SMB,Paid Search,43,10,9.0,0,36421.27
C007510,South,Consumer,Organic,19,2,4.5,0,3770.41
C007511,East,SMB,Partner,12,7,11.9,2,12015.12
C007512,South,Consumer,Referral,18,3,8.8,0,4784.13
C007513,North,Consumer,Partner,56,15,12.4,2,21547.92
C007514,East,Consumer,Referral,19,2,11.3,0,3244.76
C007515,East,Consumer,Paid Search,29,2,13.0,0,2006.33
C007516,South,Consumer,Organic,15,9,0.0,1,23454.61
C007517,West,Consumer,Paid Search,5,1,9.6,0,1456.22
C007518,East,Consumer,Referral,35,1,2.7,0,1112.89
C007519,South,Consumer,Partner,15,1,12.6,0,1040.65
C007520,North,SMB,Social,38,11,16.9,1,26778.59
C007521,North,Consumer,Referral,28,3,6.7,0,4375.58
C007522,South,Consumer,Paid Search,24,5,10.8,0,5856.02
C007523,South,Consumer,Organic,45,6,8.6,0,10251.47
C007524,North,Consumer,Paid Search,15,6,9.6,0,9039.04
C007525,North,SMB,Partner,34,11,4.5,1,31569.28
C007526,South,Consumer,Social,19,2,11.2,0,2467.96
C007527,West,Enterprise,Referral,14,2,7.7,0,16539.24
C007528,East,SMB,Partner,26,5,5.9,0,18361.46
C007529,South,Consumer,Organic,13,6,8.3,0,7545.08
C007530,North,Consumer,Partner,15,6,8.3,0,5807.07
C007531,North,SMB,Referral,21,6,3.1,0,16191.83
C007532,North,SMB,Organic,44,11,4.6,0,26772.99
C007533,South,Consumer,Social,47,10,12.3,0,9987.96
C007534,North,Consumer,Organic,8,3,4.9,0,4642.77
C007535,South,Consumer,Referral,14,6,10.5,0,6805.75
C007536,West,SMB,Paid Search,30,9,11.8,0,18811.83
C007537,South,SMB,Organic,12,4,3.2,0,15055.11
C007538,West,Consumer,Referral,13,5,8.5,0,9536.06
C007539,North,Consumer,Paid Search,18,8,10.9,1,17937.81
C007540,South,SMB,Organic,29,10,6.8,0,22524.47
C007541,West,Enterprise,Social,23,12,16.2,0,97090.44
C007542,South,Consumer,Organic,47,9,2.0,0,10994.92
C007543,East,Consumer,Referral,21,5,,0,6621.31
C007544,West,Consumer,Referral,23,3,6.1,0,4300.02
C007545,South,Consumer,Organic,19,9,6.4,2,9056.31
C007546,South,Consumer,Partner,25,9,13.4,0,14292.61
C007547,South,Consumer,Paid Search,14,9,8.8,0,13539.2
C007548,North,SMB,Organic,26,7,2.2,0,23177.91
C007549,North,Consumer,Paid Search,12,8,15.1,0,7918.14
C007550,North,Consumer,Referral,41,9,7.7,1,19020.07
C007551,West,Consumer,Organic,20,4,4.6,0,6335.94
