age,tenure_months,orders_last_6m,monthly_spend,support_tickets,late_payments,discount_pct,churn
19,71,9,3812.5028207285595,1,1,2.048339853603263,0
38,49,8,5049.200641789885,1,2,11.244256101129062,0
29,40,7,4946.780620431661,2,0,26.31055434871263,0
45,13,10,2780.5691119526387,1,0,10.036632653643869,0
64,60,11,3821.0328253244184,4,0,17.63201728034156,0
70,46,8,2240.65281304764,1,3,11.35105170286932,0
30,37,6,1315.85921119847,1,1,19.00676383945538,0
49,34,11,2390.1306023114785,1,0,17.524716170642336,0
45,40,5,3090.296558002357,2,1,17.309667053845054,0
41,60,7,4232.159841629429,1,1,4.839259750631134,0
54,52,7,8633.422494545965,0,0,4.7682739665584855,0
74,35,11,4243.655476470712,0,1,8.157153005079053,0
41,48,7,1515.0073936572999,1,2,13.234735718489645,0
21,67,14,3841.088325870409,2,1,13.481838231334436,0
70,24,7,3154.987130839699,0,0,3.5527938695573766,0
71,64,6,5748.732533391173,0,0,32.92197442487611,0
36,44,7,2418.343186176263,1,0,2.5392165390265937,0
46,14,10,4141.89102904267,0,0,19.439403933691363,0
67,69,9,5472.549970033666,1,0,24.102373919760282,0
46,49,13,3384.7573916177557,3,0,11.240671520561028,0
45,28,7,2366.3883302359845,2,0,7.314266749544846,0
70,16,5,5117.965180437614,2,0,9.739936063138192,0
65,66,10,3080.7929181045147,0,2,29.57489671026503,0
46,59,11,6432.53666060849,0,0,14.803065216796943,0
27,4,9,3274.2137176761435,3,1,12.413911823749217,0
42,46,10,3284.223941337109,1,0,12.780510431619888,0
56,9,8,4584.88194170801,0,0,3.082195014803837,0
33,21,10,3906.167033398691,2,2,25.433075016817387,0
48,41,6,1431.8902791172877,6,0,11.374439722821826,0
55,18,9,2373.3294639416135,2,0,12.08988881896453,0
22,37,7,2428.5944143159672,2,2,13.04411011585876,0
50,31,4,1088.0436423177503,0,1,8.920640020839882,1
60,42,7,2098.2522265196194,1,0,6.653622967346838,0
30,57,7,3929.7742995907347,4,2,0.7824121854356392,1
49,12,7,4681.638129771904,0,1,17.106114056741127,0
58,57,10,3281.0209820510227,3,0,11.942931185071759,0
20,16,6,5062.289756517371,1,0,7.344098902110099,0
54,3,6,2008.2628217052918,1,1,23.026353416569513,0
32,32,9,6830.253755358432,0,0,23.188658744491867,0
40,22,11,5831.428970435247,0,1,0.0,0
54,14,14,4809.278237820372,1,2,11.756014440559996,0
18,31,7,4136.926643785851,2,0,7.999608265568006,0
18,62,3,443.6206131319336,2,0,18.478319569675705,0
43,42,14,6138.720311676694,1,0,12.815993383335753,0
72,52,6,2167.90891563603,1,0,25.456731798758277,0
18,11,4,3244.56821112172,1,0,1.4201666642744524,0
62,6,10,2619.259761219048,1,0,10.785039258843053,1
22,24,1,3173.0253029549226,2,0,0.23728641374298576,0
45,55,6,3478.2412903309696,1,1,10.27477658496629,0
42,63,4,7454.252441840441,0,1,5.783600176634968,0
44,8,7,3182.294078618158,3,1,19.770572805025157,0
22,34,5,3226.9941233362692,1,1,17.846443269985837,0
60,29,8,4548.896776810954,3,1,10.558484753440432,0
33,53,13,3977.500539073166,3,0,3.831844386988589,0
61,15,5,4749.265605991022,3,0,20.752368928970967,0
55,35,6,6220.180894722664,2,0,15.783196691888742,0
49,61,7,2838.6811316886624,0,0,11.8197556419811,0
35,34,10,5882.521553725484,2,1,30.757815676786667,0
55,56,8,3531.7477384119516,3,1,28.84634877700122,0
74,45,4,2430.6576907787658,1,2,16.93984936659209,0
70,43,4,2053.2430392354204,1,1,0.0,0
70,19,7,4546.941902308251,0,0,11.528492290634235,0
30,71,10,4260.893114113954,5,1,1.9819367512714425,0
51,18,16,3181.8797021047767,3,0,26.303861164985477,0
40,67,6,4335.548755249065,5,2,26.12319286726235,0
73,71,8,2582.0037201545965,2,0,14.186979508589868,0
72,37,8,6470.012481098167,3,0,21.051933385066604,0
67,62,7,2323.9492222724734,2,1,22.158272036057852,0
27,51,6,3570.649541878608,0,1,17.419866999095106,0
36,53,11,300.0,3,1,20.097098080002006,0
58,5,12,6026.904258607194,1,0,33.44016958463094,0
60,10,7,6092.217164595224,0,0,14.08259616690033,0
37,5,7,3165.46145610745,3,0,6.878880368935533,0
25,3,7,3448.5463456929147,0,0,13.706561231389847,0
25,60,11,1146.9540416118616,1,1,12.860190720704647,0
57,13,9,2667.8638186024377,4,0,19.687594714778424,0
43,1,10,3493.2562307689514,2,1,31.4365108488627,0
45,67,4,3231.4460412754383,0,0,16.990374944124884,0
64,20,7,300.0,2,2,26.91320994635369,0
18,58,8,3470.445721235213,3,0,0.0,0
61,69,6,2570.0146059559956,3,1,21.50283716321725,0
33,38,7,1212.9784824062444,2,1,12.584610782201398,0
71,66,12,1391.230289568779,1,2,18.14990968967424,0
72,69,4,1375.264956808569,4,0,25.270411011649323,0
46,11,8,4616.284306559654,2,0,25.138836513023755,0
36,11,10,6805.684924630019,1,0,11.152192143896382,0
31,27,8,9578.997445429628,0,0,23.429373864722386,0
28,40,6,2434.2850988727396,1,1,17.174047743980765,0
74,56,9,601.4990638323611,2,2,13.308107659814024,0
28,14,5,2347.263047677502,2,0,19.08983043967882,0
43,14,5,1433.5813440917086,0,0,4.99862610404163,0
45,22,8,300.0,0,0,0.0,0
56,20,7,4356.817755650821,1,2,21.24301397949153,0
66,67,12,2297.752861166611,4,1,10.204546672388975,0
49,29,5,3433.020778887015,3,0,28.908554765289974,0
61,62,7,3269.5764960168403,1,2,13.312603874945328,0
50,4,7,2395.313126545222,0,0,1.0116011565436764,0
42,8,4,300.0,0,0,12.871499885355023,0
26,58,6,1555.1713002693987,5,0,22.261455621589107,0
29,18,6,1010.9955576937696,3,0,8.67141339256401,0
42,6,5,1682.0535533805066,2,1,19.36721726487226,0
20,43,6,2285.762062634829,2,0,9.711346442327905,0
36,11,4,4010.5242863046487,0,0,21.148330205178635,0
44,5,9,2944.3564490566764,0,1,0.0,0
44,29,9,2143.8572035022216,1,0,29.12664220412173,0
64,40,4,3302.1622688284674,3,2,14.249411476099443,0
73,38,9,3279.317986277693,1,2,9.448688568712653,0
59,42,10,5543.495741262438,1,2,21.11041429798138,0
22,2,10,8459.194215471736,1,1,15.028325869630217,0
41,21,10,300.0,0,1,11.81536993634051,0
59,25,4,4485.163909291621,1,0,12.045705963371894,0
51,21,8,344.55897516025107,1,1,10.009890122318385,0
44,40,8,4392.57320442108,1,0,20.050345277556126,0
42,17,8,300.0,1,0,22.13061903050591,0
41,45,11,2675.693404535485,3,0,17.597066704210732,0
51,67,8,1554.0125973372474,1,1,13.120540830662769,0
28,47,8,3396.729105910164,1,0,31.978889700388567,0
47,28,7,1938.8747912085032,2,0,9.208874118695993,0
29,31,8,3195.0241499405356,0,0,17.143453895008463,0
56,42,9,2844.055491911482,1,0,5.105138137409117,0
67,52,8,4824.581238908624,2,2,10.468639752470356,0
46,22,4,2976.2298593929854,0,0,0.0,0
40,3,8,6760.727390539243,1,0,22.79320539485318,0
71,50,9,2562.6964220845184,2,0,0.051754111438459205,0
55,47,9,4143.046065044393,3,1,0.7875079223247194,0
42,8,6,982.0360211471348,2,0,17.436440202719087,0
19,45,10,3177.2524933334703,2,0,26.78694539677791,0
18,6,9,2227.420578579565,0,0,24.097047134410378,0
30,46,9,4815.58954503972,3,1,21.041510848792676,0
31,53,8,4112.900998017836,1,4,4.1417993089994685,0
59,2,7,3506.0764069786765,1,2,20.454067404903547,0
46,52,9,2062.1304557573276,0,0,11.201792178024299,0
74,9,9,4741.2349715129385,2,1,0.0,0
48,19,8,4141.107631493297,0,1,13.270115206610209,0
69,51,7,6008.741973315678,4,0,20.38801463371318,0
49,26,8,300.0,0,1,9.018471642563476,0
38,70,8,4577.33754430864,2,0,22.99312271349737,0
58,68,6,4244.925160481515,2,0,17.907195893287167,0
43,71,7,3222.0931892714243,1,1,7.8997162441327635,0
33,8,6,5192.980841028255,0,0,11.60516508198192,0
44,13,11,4637.356245602232,0,0,4.638405063266566,0
55,14,13,2332.7357816434687,1,0,17.39447924299674,0
39,42,9,1131.2941486934674,2,1,22.954308008341926,0
58,31,8,4280.579167549624,2,1,9.830323415853583,0
73,53,9,4796.115551893996,2,0,21.363746801323767,0
41,21,10,969.3591578858909,1,1,18.88160092725185,0
34,15,7,3178.061864382115,2,1,12.834852489098493,0
40,47,10,1708.8682779938608,0,1,0.3220963290601375,0
65,44,8,5091.6210151031055,2,0,0.0,0
28,50,13,4748.380790404494,0,1,17.109481827835086,0
73,23,7,2928.0643895777407,1,1,22.456106172985013,0
41,38,7,2677.7631382703603,3,0,17.64883512521292,0
65,66,7,4331.755007078625,2,1,5.599010237502982,0
62,44,7,3496.763737572592,0,1,16.773358625895998,0
62,67,7,2672.7773903049974,1,1,14.470777585011163,0
69,31,7,300.0,0,0,24.090712921200968,0
28,4,13,1730.9835351663435,1,0,7.864875005514766,0
51,54,8,5583.099847058419,0,2,0.0,0
23,33,6,6442.047972624372,4,0,26.52771971818293,1
35,3,8,2803.8964676116175,1,0,20.98388830700187,0
20,10,5,3857.8561300652354,2,1,14.20425060151934,0
56,23,10,3020.920387446953,3,1,11.505783172998369,0
52,14,10,2454.7510560070737,3,1,0.9386334057796795,0
60,49,6,2348.294932272872,3,1,12.557480018292537,0
28,44,9,451.26539839817224,2,0,27.957558747646818,0
36,24,8,3441.8271941790276,2,0,11.965378226749056,0
56,7,14,4024.6000042789674,0,1,14.977707218435544,0
65,6,4,2819.829430693868,4,0,21.610089203300472,0
68,68,4,5451.949246850145,2,0,0.23662354903267158,0
22,25,8,1699.6654630840596,2,0,20.00588845003034,0
40,8,5,1984.5858365940744,1,3,16.76024290192665,0
18,51,14,1154.0149756307073,2,2,26.051759981917307,0
64,62,3,6241.195415346965,2,0,11.286043865223963,0
25,9,9,1993.316684743213,3,0,23.56536579576789,0
64,68,10,3281.842881990938,2,0,4.696794008625485,0
26,52,7,1839.6862573421522,2,0,10.575294262479394,0
18,18,9,4935.29625529887,4,1,23.598175710123016,0
68,56,5,4758.300776096754,4,0,16.98935503023101,0
43,30,8,3541.0602016917105,2,0,17.39963402130269,0
42,46,7,3492.503772360119,1,0,16.25161887239152,0
54,10,9,3995.4847651259374,4,0,19.459878356311116,0
33,18,11,3956.0967441590296,3,0,25.877762655973786,0
57,55,5,4923.35957900687,0,0,19.725055789814235,0
42,58,4,1540.1103503769195,3,1,18.612771752555084,0
33,1,8,5068.8925822697265,1,0,5.405336788319865,0
40,16,8,1837.6954410488236,1,1,5.52022293306119,0
18,44,12,3493.938718247561,0,0,13.381603196291252,0
35,65,2,1996.965943962723,1,1,8.968549804168404,0
51,48,6,3403.2694514972077,1,2,11.657680297597016,0
25,51,7,3871.4574659620566,1,1,17.613310126273927,0
24,28,7,4805.950538312583,1,1,13.92242591101506,0
55,4,7,5832.523386217076,0,0,14.693163331071208,0
42,55,6,3859.4681534047454,0,1,23.71069209009847,0
25,57,5,1435.4390221770618,0,0,3.4065151169023746,0
60,32,9,2206.1421791171388,0,2,22.917239770572426,0
62,36,3,1980.1184406255957,1,0,11.848870429693918,0
19,17,11,5121.7087832905045,2,1,19.613508539959845,0
29,33,7,300.0,1,1,25.876273461828262,0
39,18,6,3302.8256693789167,1,0,15.9609263530917,0
59,30,9,3288.580274537704,2,1,18.393460685361738,0
22,10,10,5263.446909641796,0,0,21.57743596375947,0
63,44,7,2853.4483026594194,3,2,22.676798381894265,0
36,18,10,2556.4911022108968,2,0,33.79371668509814,0
25,52,9,4778.967155853561,1,2,11.775288671865788,0
67,37,5,4184.5112336825705,0,0,16.034821145035714,0
22,64,11,5994.098728343635,2,0,23.98680254244576,0
25,16,7,2993.901197441931,1,2,11.795338154680167,0
72,20,12,2575.08140161872,0,1,13.935598409961827,0
47,18,10,2254.233718396209,1,0,17.22494887267001,0
44,45,9,4487.692715091277,2,1,14.028967342680748,0
57,8,6,6133.2964631715495,0,1,6.84995064982656,0
53,49,4,365.49365184934913,3,1,17.201728943100612,0
52,59,8,4365.118353168751,3,3,36.50645540381352,0
19,48,15,3277.9215799186304,1,2,19.0344142745938,0
49,10,5,3581.103094276641,0,1,22.557441732435844,0
33,36,18,5848.090394605895,3,0,11.950848257799265,0
64,38,8,5189.686954598609,1,0,7.929300579683004,0
46,28,14,5386.969632959953,3,0,14.301578619765978,0
25,34,12,4226.564793497251,2,0,5.900654696025375,0
68,55,3,3961.6797954145522,1,1,23.61007248224999,0
34,60,7,4679.733234631738,0,0,27.544160827470712,0
33,22,6,7990.417883824778,0,1,45.0,1
71,24,8,3685.5942363186246,3,1,4.7531003936954335,0
62,15,18,3991.6354004125697,1,0,16.86265620745248,0
66,29,7,2294.4742229897033,2,2,24.045661580179313,0
55,39,16,411.2029200207189,2,1,4.270102285664649,0
69,51,6,5713.585841819537,4,0,15.031467257181125,0
24,20,10,3117.323354281069,1,0,0.26733288845532854,0
52,16,12,4650.835571270936,1,1,3.341437423445768,0
34,3,5,4050.9066620976755,2,1,8.170422820158034,0
40,7,9,6122.887313703124,1,2,14.75525782436323,0
31,4,7,2945.368486589941,4,0,25.26969835410953,0
29,15,8,1037.6936020104195,1,0,27.486403003391548,0
43,50,10,5925.915226568664,1,0,3.426389209359348,0
70,55,8,4015.182610015321,0,0,15.24084322274488,0
54,70,7,3718.0420135039035,1,1,9.433987222742925,0
37,39,10,300.0,0,2,9.78122314990204,0
42,33,10,4543.756929038899,1,1,27.050628805560336,0
48,64,6,314.82613050233476,3,1,19.68912835019506,0
31,11,15,5100.0428334244025,0,1,27.844499108495803,0
47,45,10,2927.3341064718347,3,0,25.23486942801912,0
57,59,7,4430.003120755434,0,0,12.568055417994964,0
31,36,1,3525.5161111241355,1,1,13.223374348060386,0
51,19,6,2886.977474482875,2,1,35.00099587165543,0
58,45,6,2080.201540521889,2,0,24.457307752637583,0
47,71,3,300.0,2,1,8.528305898037825,0
34,17,7,3123.993375030393,2,0,23.30766837605983,0
49,40,6,3969.553305265952,0,0,14.653403402455465,0
63,4,7,4207.420015346323,1,0,31.02298182496651,0
30,17,6,4902.279556583737,2,0,11.871215207565305,0
50,55,9,4203.344568533553,1,0,14.956078191393077,0
56,36,7,7043.936346064646,1,0,28.268720787103582,0
36,15,9,2569.075750596949,0,0,11.55268748899669,0
40,24,9,6666.080871427837,0,0,1.5099100198511426,0
68,9,8,3819.4193718553784,2,0,36.608993835688906,0
38,56,6,4635.772757180925,2,3,34.32630224978966,0
52,67,8,5228.102117777691,1,1,11.63213376399567,0
26,8,7,300.0,1,0,19.416347769665894,0
70,17,2,6495.64257354675,3,0,29.084035706452863,0
52,61,12,4443.739753844881,5,0,18.988096064373966,0
61,63,13,2213.2619163572517,0,1,3.6556752110840183,0
52,55,4,2656.2248120703835,2,1,6.230421530788986,0
38,51,8,4980.895900276932,2,1,25.719116808772817,0
37,62,10,2880.3191705078216,1,0,9.855473263025823,0
57,27,7,2298.8313951955415,1,0,16.744310757500962,0
67,64,13,3144.2175237491138,2,1,14.870843785046125,0
25,63,11,1871.295364598165,2,1,16.172349929129386,0
66,17,9,1234.4259296768364,2,0,31.8320034043588,0
65,6,9,3378.7357669578632,0,0,18.493622069902337,0
24,37,19,300.0,1,0,16.087997027963393,0
24,54,2,4277.451787545145,1,0,15.778990388432483,0
57,61,7,1569.7511017002598,2,1,14.510877895651916,0
66,11,8,7116.963082789268,3,0,21.423731531119035,0
40,27,10,4454.592621763278,5,1,0.0,0
54,55,12,5042.847331095807,1,1,18.208998005714186,0
74,5,10,780.8596671141609,2,1,12.480105073263696,0
36,52,7,5254.491428007663,3,1,22.044997639058444,0
30,21,7,398.7306201896804,0,2,18.28647374125753,0
74,2,4,2892.580130074673,2,2,11.025592816821188,0
33,18,11,470.0405487483922,2,0,12.213849588741631,0
44,53,7,3038.5727616432728,0,2,16.186160093551134,0
43,62,13,4059.424046506798,1,2,10.517757098397265,0
47,6,7,2980.6914284724044,2,0,18.810872010659278,0
33,33,8,2101.722584137102,2,1,17.26538895136546,1
56,15,9,4707.416662804456,0,0,19.329287072745267,0
57,49,11,3474.3686269080445,2,1,6.481050757726578,0
29,56,12,3231.330589994805,0,0,21.574504370019383,0
45,69,12,4047.14454052384,3,0,4.005401147135736,0
21,26,4,1470.3990252155304,2,0,25.000017117076894,0
30,22,3,5015.523221418647,0,0,11.775186007189236,0
74,22,6,5034.888980491272,3,1,21.453946465405483,0
46,55,9,2776.313921445953,3,0,13.446643154936783,0
53,32,11,4015.887956342891,0,0,19.2965882702432,0
68,2,9,3799.8436521978915,1,1,20.222701952131864,0
58,68,12,5412.787217551752,0,0,13.587819049840794,0
63,8,12,8067.479193922476,3,0,35.66654595814473,0
58,66,10,5981.021273212456,1,1,10.253174981555581,0
46,12,9,1338.7099297847913,1,0,12.703320891477746,0
54,39,9,5067.570773536856,0,0,21.16826488986805,0
34,23,9,8468.073942319226,1,0,8.531966857541716,0
68,49,14,1701.922936246038,2,0,11.242727688733934,0
28,29,11,6085.008960935363,3,0,18.80206853671714,0
68,27,7,4713.520149030593,1,2,29.11840831188329,1
68,34,13,3898.3638272712014,1,3,9.026437720685184,0
26,69,6,4000.6282091793146,0,1,16.744126095936778,0
58,18,8,2882.013815147563,3,1,24.621768278543637,0
74,16,12,831.0888763041016,2,0,13.111014220656195,0
50,5,10,5322.315972326482,0,1,2.204600455656591,0
37,53,6,416.08050496214673,3,0,14.693679262417369,0
68,49,16,3125.591571429052,1,1,18.38286294600134,0
47,44,9,3550.371900936128,2,0,16.9132994439032,0
24,2,7,2894.261127906244,0,2,7.7571209565134644,0
32,57,6,3872.9172478902274,4,3,34.528386715746215,0
56,58,10,6987.671869696836,1,1,17.282920751604127,1
43,68,9,3911.1986829078614,0,0,13.914795781556863,0
30,66,4,4008.993448944981,5,0,14.201557817972756,0
63,19,9,5304.4325382831,0,1,12.864549494526903,1
24,51,7,4427.352271484505,1,1,15.894409349589925,0
30,29,14,3734.9561981127235,3,1,2.5105980780853816,0
44,43,5,2906.1283948943537,3,3,14.58849609970478,0
20,24,8,3698.7619488907912,2,0,14.782151959594174,0
40,47,5,4496.890264688182,2,0,7.924470479663163,0
69,68,8,4488.3615001236985,0,1,19.771807219040056,0
71,47,10,1757.532684496658,1,2,26.21218033345412,0
67,66,10,965.2486222263606,0,0,18.868914502521854,0
36,67,12,4450.934411451595,2,2,3.703642919390056,0
21,9,3,2078.2816619173327,4,0,10.221543969436306,0
64,69,11,3691.9143237730655,1,0,20.463693983809023,0
39,59,8,3069.514985579969,0,0,15.698835059939931,0
60,31,5,2642.8829444092175,1,1,7.474751592767858,0
24,43,10,4484.051863306033,2,2,10.642859319532462,0
56,44,8,3667.5347084656782,0,0,19.516000760464706,0
51,56,6,5716.29017286225,1,1,22.018847975393555,0
70,57,9,4920.468049928876,1,0,10.777079970887685,0
23,8,11,1916.6675894330451,2,0,8.953999523989069,0
41,1,8,2722.4617930145278,3,0,21.10678909143027,0
74,18,9,3053.0604782830087,2,1,22.126792934951776,1
40,38,9,2338.175239361093,1,1,6.615229904579596,0
55,61,7,5612.418903201908,1,0,0.0,0
27,47,9,2631.1865269260043,2,0,9.467034980885472,0
59,10,4,3468.1441084556745,1,1,15.0608429921987,0
33,51,9,4183.437555751377,2,1,3.408816055921486,0
50,34,7,1459.606786627188,0,1,15.566424062451311,0
68,27,6,3543.9597249552185,2,1,20.550047332072737,1
55,55,11,6422.715314002065,2,1,30.157712395376976,0
45,21,8,3612.1614232227753,2,3,8.641350555871956,0
28,44,10,2915.3580292988795,2,0,9.528331416759187,0
37,13,5,4977.875807445987,0,1,20.636385922937905,0
66,28,10,4932.448339247208,1,1,16.554427635204064,0
30,40,9,300.0,2,1,13.929263770577393,0
55,45,7,3250.5941031442107,1,0,13.663303471753743,0
45,66,13,4178.421338849079,1,0,0.0,0
36,21,12,5024.138197006552,0,1,0.0,0
58,64,5,5598.960084722442,2,2,21.55638471426715,0
38,58,7,3021.7931387228714,1,0,11.48100149865861,1
34,26,3,3562.095620135608,2,0,5.3960571262046475,0
48,10,4,2305.0481235565744,0,0,1.391245125492011,0
61,19,6,5694.461712068951,2,1,8.247695760296637,0
67,47,10,300.0,1,1,18.44888832483189,0
53,57,3,969.7247996991109,3,1,20.24040344183028,0
55,44,9,6360.149267664079,3,0,0.0,0
62,52,9,3411.853243185731,4,1,8.800816688175823,0
33,8,9,2706.4159944859425,4,0,20.579063548088037,0
32,36,13,5304.214754632204,1,0,21.373680890125925,0
45,63,12,458.16675355853613,4,0,12.19348330127519,0
53,28,12,3914.2382905057534,1,1,6.733623537837456,0
54,64,7,4803.0443587249265,2,0,15.20277475411375,1
26,9,7,3623.640312933919,2,0,5.569475419115827,0
62,70,7,300.0,0,0,15.220612229410474,0
38,56,9,2814.548898766057,3,0,24.382975147061558,0
68,45,11,1727.6354242176387,1,0,22.96899046443845,0
59,44,5,6768.003473099183,0,0,5.7770076865442554,0
74,67,11,5463.781022043611,0,1,12.588801942741004,0
54,27,8,2979.295870250267,3,0,27.037884442944016,0
48,12,7,300.0,2,0,22.382526105646562,0
28,66,7,3497.490240341241,2,0,3.930400241970391,0
40,8,5,1377.977400923638,3,0,18.784937279170688,0
66,47,7,4415.392634032485,1,2,11.737844035346187,0
39,19,4,4068.528797836497,2,1,8.975560730432566,0
21,66,6,2802.139613494039,3,0,26.931374236624553,0
31,70,10,4150.113558343247,3,0,28.59050364136182,0
51,34,6,8138.932298482589,1,0,2.534459772860586,0
53,38,3,528.077302295445,2,0,22.16419217322391,0
74,33,11,1427.7537467968773,0,2,33.14113248014338,0
71,31,5,3965.2777665428653,2,0,21.83158508158309,0
48,67,13,1999.343566959774,0,0,1.1329561762259281,0
49,21,10,4205.030616507732,2,1,17.621975334209218,0
63,69,8,1163.7738067240434,3,1,12.811283625312077,0
20,47,6,3599.250779402288,0,0,1.9344566766336868,0
51,69,6,3464.517326549535,1,0,14.631290552176022,0
45,44,5,4665.721772983117,2,2,6.597302493662129,0
62,59,9,3141.1050372293726,1,0,17.074047775503075,0
63,35,10,5321.208909701465,3,0,18.577108612626716,0
55,33,11,1698.5673895832047,2,2,6.009486906225334,0
55,19,3,4088.070141641311,1,0,18.81664348495957,0
57,15,11,313.4809655366207,0,0,9.476923067972473,0
51,3,10,300.0,1,0,11.472644294612564,0
30,28,4,1024.0094606616613,2,0,25.35251725652222,0
34,71,11,7177.327460746524,1,0,0.0,0
60,67,6,6140.8968770593765,2,1,16.17252064231194,0
53,50,8,4158.324148808064,1,3,5.5565267462149635,0
31,26,7,2000.2778014429457,1,2,8.487558029402884,0
68,37,10,5105.3008269672655,2,0,18.516931894003925,0
73,54,3,582.1694709240078,0,0,16.734829315533933,0
53,1,9,300.0,2,0,7.3126928637447195,0
30,66,13,3238.116732167009,1,1,3.777432870529342,0
71,62,5,3404.3551431084807,1,1,13.655340874598709,0
31,69,4,4336.821727175396,3,1,26.8450954668762,0
42,7,6,2303.639745913432,0,1,8.493725540733449,0
66,68,13,2390.938701670818,0,0,20.22380626575599,0
47,44,3,6715.2506413955225,2,1,12.696472688283233,0
31,40,6,3188.999277627471,1,0,11.296604787335376,0
22,13,14,2504.137916515519,1,0,15.56161911407158,0
38,35,9,4185.297209062857,2,2,11.728399434029797,0
56,26,12,2605.005344127573,3,1,16.446845204501585,0
58,71,13,6714.97623173082,1,0,3.0034669173335935,0
30,25,4,4100.221767284024,0,2,5.597290318663461,0
27,16,5,2844.381423280231,0,1,17.846228643472333,0
57,68,7,2031.5292408989687,1,0,17.571206220448957,0
27,14,6,300.0,1,1,9.87028855013341,0
21,65,6,3906.98467042788,2,0,17.781769430114622,0
45,69,9,2010.6271181887657,1,0,22.480161814713462,0
50,22,12,300.0,1,0,1.1926030927202156,0
31,49,11,1321.3719710793312,1,0,16.822183973581847,0
30,57,6,5799.656355145193,0,0,10.718011690547327,0
31,39,9,3103.699400921926,1,0,10.710563611500445,0
37,50,8,3851.3520467024364,4,0,31.168567109040612,0
18,10,6,3886.694567259043,4,0,13.103709029880681,0
18,37,6,6885.005104276181,4,1,21.97109386772621,0
39,37,8,2246.125189013609,3,0,14.602815803782745,0
19,41,8,3273.2673122763085,1,1,9.87653146658415,0
36,68,5,5249.163344461011,1,0,6.866299490286744,0
51,59,11,3497.3684728548296,3,0,17.91293310258898,0
19,43,11,4073.794939536199,0,0,13.039331344341766,0
53,29,10,3203.9424804101127,0,2,28.321559522937356,0
53,29,7,2053.8188651453797,2,1,13.453429409510544,0
50,2,5,5520.642566324691,2,0,7.2439955357159,0
53,40,6,3022.83421960299,0,0,20.855046728985066,0
64,18,8,4324.734080888077,1,0,14.179230235085285,0
22,63,10,4015.1829305700076,1,0,15.324408612444435,0
27,55,3,300.0,0,0,16.96254271181534,0
36,65,8,3323.34585335081,2,0,0.0,0
57,71,7,3604.3911301372577,0,0,29.132917840568666,0
67,29,8,300.0,0,1,22.17105963387339,0
70,31,6,1112.337883186899,0,0,14.657668166423875,0
51,44,13,3047.922146922622,4,0,21.021378458844353,0
41,31,11,2606.820955593908,1,3,9.678331157884974,0
41,20,10,5125.567500703953,4,1,21.067604070694834,0
21,51,7,6233.161688318014,1,0,15.167663888108102,0
44,33,8,2393.369385957582,1,0,4.796202791818812,0
47,67,5,1900.4081570760416,2,1,10.031874937686947,0
29,16,10,3380.9701125135934,1,0,11.358434784089242,0
61,32,10,5382.555050774203,1,0,6.554819348351543,0
64,38,13,3475.0632701041704,0,1,27.25370789727453,0
35,65,12,5406.827019662111,5,1,24.929550434802827,0
70,42,8,5435.444314669417,2,1,7.039275454178117,0
24,5,6,4562.882553594185,0,1,7.260695984643198,0
69,24,10,3396.7893981589805,2,0,10.335206698632785,0
61,63,5,1552.979264149985,6,0,12.144849983953385,0
30,20,9,3817.1139733735295,3,0,0.0,0
55,25,3,2416.451794738769,0,1,12.688119129854794,1
35,11,7,6614.541954972392,3,0,25.232244548985584,0
63,52,9,5478.0367638985135,1,0,15.838343534171011,0
27,10,10,3231.511013446344,0,0,3.6561956981876964,0
31,27,9,3312.547005800211,2,0,2.3434126082455844,0
35,51,7,905.581819733628,0,1,29.020546953132264,0
29,64,9,2636.553376717259,1,1,21.566908771223346,0
36,16,15,7199.514456985172,1,3,17.82649311571301,0
52,24,7,4206.079517284741,0,1,28.657910455064258,0
54,9,2,3306.9271267748713,2,0,15.677672482356485,0
49,32,4,4256.3478791129955,1,0,25.840961987694136,0
28,71,9,2996.9920771252523,0,0,27.43813554850079,0
29,22,11,3428.2398484833925,5,1,18.043724866584398,0
70,19,10,3468.709254313641,1,0,20.560046558120014,0
32,29,10,6629.999710742478,3,0,15.164558464562313,0
23,64,10,300.0,1,0,12.773056865641014,0
43,39,3,2197.5156582950563,1,2,11.080784857640511,0
18,44,12,300.0,1,0,13.171887238545503,0
37,56,8,2686.0609225934136,4,1,12.658837230894097,0
66,51,5,3294.8158319210825,2,1,13.52024216603191,0
33,43,6,4596.343449381478,0,1,13.035105413250147,0
58,40,10,1392.9996301092187,2,1,13.935734003592241,0
45,38,13,1929.5522436404895,1,1,24.51621971141448,0
38,13,6,4684.0707678889585,1,1,0.11259301546848377,0
55,30,9,4371.964124793459,1,1,10.47282877818746,0
51,61,13,2945.974393688839,1,0,21.730602497831455,0
36,3,8,300.0,0,1,24.265651783485932,0
30,59,5,3432.876318329029,1,0,13.46529591542743,0
70,41,10,3859.687660664258,2,1,9.15703987459183,0
27,25,6,3695.824378181898,0,0,0.0,0
72,9,15,530.5818141732516,0,0,0.0,0
44,55,14,1419.9521267710993,2,0,14.70997890666649,1
74,1,4,5052.31894795797,2,0,25.07067782861575,0
38,39,10,6307.464211752758,1,1,7.210667409914114,0
50,12,15,4981.867492725399,2,0,16.63740258081101,0
53,65,15,2592.6276488473572,1,0,15.745419542642242,0
37,13,9,2885.6620315081827,1,1,15.834448215050116,0
